LON	-0.5499999999999989
LON	0.6500000000000004
LON	-0.14999999999999858
LON	0.05000000000000071
ONT	-1.25
ONT	-2.049999999999999
ONT	1.4500000000000002
ONT	1.8500000000000005
OSA	-0.8250000000000002
OSA	-0.125
OSA	0.6749999999999998
OSA	0.27500000000000036
PAR	-0.8250000000000011
PAR	-0.32500000000000107
PAR	0.7749999999999986
PAR	0.375
QUE	-0.7999999999999989
QUE	-1.3999999999999986
QUE	1.3000000000000007
QUE	0.9000000000000021
CAL	1.3249999999999993
CAL	0.8249999999999993
CAL	-0.7749999999999986
CAL	-1.375
NSW	1.1500000000000021
NSW	-0.3500000000000014
NSW	0.3499999999999943
NSW	1.0499999999999972
NSW	-1.0500000000000043
NSW	-1.0500000000000007
NSW	-0.3500000000000014
NSW	0.25
NYE	0.3000000000000007
NYE	-0.1999999999999993
NYE	-0.7999999999999972
NYE	0.7000000000000028
NYE	0.05000000000000071
NYE	0.6500000000000021
NYE	-0.05000000000000071
NYE	-0.6499999999999986
TOK	0.27500000000000036
TOK	-0.025000000000000355
TOK	-0.8250000000000002
TOK	0.5750000000000002
